time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2008-04-01 05:43:00 UTC,1207028580,54813,MUNSING LAKESHORE,MI,ALGER,32,40,46.412,-86.6505
2008-04-01 05:55:00 UTC,1207029300,54813,MUNSING LAKESHORE,MI,ALGER,29,42,46.412,-86.6505
2008-04-01 06:30:00 UTC,1207031400,54813,MUNSING LAKESHORE,MI,ALGER,33,40,46.412,-86.6505
2008-04-01 06:38:00 UTC,1207031880,54813,MUNSING LAKESHORE,MI,ALGER,31,42,46.412,-86.6505
2008-04-01 06:42:00 UTC,1207032120,54813,MUNSING LAKESHORE,MI,ALGER,33,41,46.412,-86.6505
2008-04-01 07:07:00 UTC,1207033620,54813,MUNSING LAKESHORE,MI,ALGER,36,43,46.412,-86.6505
2008-04-01 07:08:00 UTC,1207033680,54813,MUNSING LAKESHORE,MI,ALGER,40,45,46.412,-86.6505
2008-04-01 07:09:00 UTC,1207033740,54813,MUNSING LAKESHORE,MI,ALGER,41,46,46.412,-86.6505
2008-04-01 07:10:00 UTC,1207033800,54813,MUNSING LAKESHORE,MI,ALGER,42,46,46.412,-86.6505
2008-04-01 07:11:00 UTC,1207033860,54813,MUNSING LAKESHORE,MI,ALGER,41,43,46.412,-86.6505
2008-04-01 07:12:00 UTC,1207033920,54813,MUNSING LAKESHORE,MI,ALGER,40,45,46.412,-86.6505
2008-04-01 07:13:00 UTC,1207033980,54813,MUNSING LAKESHORE,MI,ALGER,38,45,46.412,-86.6505
2008-04-01 07:14:00 UTC,1207034040,54813,MUNSING LAKESHORE,MI,ALGER,37,41,46.412,-86.6505
2008-04-01 07:15:00 UTC,1207034100,54813,MUNSING LAKESHORE,MI,ALGER,36,43,46.412,-86.6505
2008-04-01 07:16:00 UTC,1207034160,54813,MUNSING LAKESHORE,MI,ALGER,37,46,46.412,-86.6505
2008-04-01 07:17:00 UTC,1207034220,54813,MUNSING LAKESHORE,MI,ALGER,38,44,46.412,-86.6505
2008-04-01 07:18:00 UTC,1207034280,54813,MUNSING LAKESHORE,MI,ALGER,36,41,46.412,-86.6505
2008-04-01 07:22:00 UTC,1207034520,54813,MUNSING LAKESHORE,MI,ALGER,30,44,46.412,-86.6505
2008-04-01 07:23:00 UTC,1207034580,54813,MUNSING LAKESHORE,MI,ALGER,35,43,46.412,-86.6505
