time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2020-07-01 06:42:00 UTC,1593585720,14946,WATERTOWN REGIONAL AP,SD,CODINGTON,28,45,44.9047,-97.1494
2020-07-01 06:43:00 UTC,1593585780,14946,WATERTOWN REGIONAL AP,SD,CODINGTON,30,41,44.9047,-97.1494
2020-07-01 07:25:00 UTC,1593588300,94993,SISSETON MUNICIPAL AP,SD,ROBERTS,31,44,45.669,-96.9918
2020-07-01 07:26:00 UTC,1593588360,94993,SISSETON MUNICIPAL AP,SD,ROBERTS,33,46,45.669,-96.9918
2020-07-01 07:28:00 UTC,1593588480,94993,SISSETON MUNICIPAL AP,SD,ROBERTS,29,45,45.669,-96.9918
2020-07-01 07:29:00 UTC,1593588540,94993,SISSETON MUNICIPAL AP,SD,ROBERTS,29,42,45.669,-96.9918
2020-07-01 07:30:00 UTC,1593588600,94993,SISSETON MUNICIPAL AP,SD,ROBERTS,31,43,45.669,-96.9918
2020-07-01 07:31:00 UTC,1593588660,94993,SISSETON MUNICIPAL AP,SD,ROBERTS,33,43,45.669,-96.9918
2020-07-01 08:55:00 UTC,1593593700,14910,ALEXANDRIA CHANDLER FIELD,MN,DOUGLAS,22,40,45.8679,-95.3941
2020-07-01 09:02:00 UTC,1593594120,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,30,43,39.7736,-94.9233
2020-07-01 09:03:00 UTC,1593594180,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,33,44,39.7736,-94.9233
2020-07-01 09:04:00 UTC,1593594240,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,31,42,39.7736,-94.9233
2020-07-01 09:05:00 UTC,1593594300,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,29,40,39.7736,-94.9233
2020-07-01 09:06:00 UTC,1593594360,14943,SIOUX CITY AP,IA,WOODBURY,32,42,42.3913,-96.3791
2020-07-01 09:07:00 UTC,1593594420,14943,SIOUX CITY AP,IA,WOODBURY,35,41,42.3913,-96.3791
2020-07-01 09:08:00 UTC,1593594480,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,29,45,39.7736,-94.9233
2020-07-01 09:09:00 UTC,1593594540,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,30,41,39.7736,-94.9233
2020-07-01 09:10:00 UTC,1593594600,14943,SIOUX CITY AP,IA,WOODBURY,28,45,42.3913,-96.3791
2020-07-01 09:11:00 UTC,1593594660,14943,SIOUX CITY AP,IA,WOODBURY,28,40,42.3913,-96.3791
2020-07-01 10:51:00 UTC,1593600660,53879,LEES SUMMIT MUNICIPAL AP,MO,JACKSON,29,41,38.9597,-94.3714
2020-07-01 12:08:00 UTC,1593605280,03994,SEDALIA MEMORIAL AP,MO,PETTIS,29,46,38.7042,-93.1833
2020-07-01 12:09:00 UTC,1593605340,03994,SEDALIA MEMORIAL AP,MO,PETTIS,31,40,38.7042,-93.1833
2020-07-01 12:19:00 UTC,1593605940,03994,SEDALIA MEMORIAL AP,MO,PETTIS,23,41,38.7042,-93.1833
2020-07-01 18:04:00 UTC,1593626640,13869,ALBANY SW GEORGIA REGIONAL AP,GA,DOUGHERTY,29,40,31.5356,-84.1944
2020-07-01 20:02:00 UTC,1593633720,24089,CASPER-NATRONA COUNTY AP,WY,NATRONA,17,42,42.8978,-106.4737
2020-07-01 20:12:00 UTC,1593634320,24021,LANDER AIRPORT,WY,FREMONT,28,44,42.8154,-108.7261
2020-07-01 20:13:00 UTC,1593634380,24021,LANDER AIRPORT,WY,FREMONT,30,40,42.8154,-108.7261
2020-07-01 20:14:00 UTC,1593634440,24021,LANDER AIRPORT,WY,FREMONT,29,43,42.8154,-108.7261
2020-07-01 20:15:00 UTC,1593634500,24021,LANDER AIRPORT,WY,FREMONT,32,48,42.8154,-108.7261
2020-07-01 20:16:00 UTC,1593634560,24021,LANDER AIRPORT,WY,FREMONT,35,44,42.8154,-108.7261
2020-07-01 20:17:00 UTC,1593634620,24021,LANDER AIRPORT,WY,FREMONT,35,46,42.8154,-108.7261
2020-07-01 20:18:00 UTC,1593634680,24021,LANDER AIRPORT,WY,FREMONT,34,44,42.8154,-108.7261
2020-07-01 20:19:00 UTC,1593634740,24021,LANDER AIRPORT,WY,FREMONT,34,44,42.8154,-108.7261
2020-07-01 20:20:00 UTC,1593634800,24021,LANDER AIRPORT,WY,FREMONT,33,45,42.8154,-108.7261
2020-07-01 20:21:00 UTC,1593634860,24021,LANDER AIRPORT,WY,FREMONT,32,43,42.8154,-108.7261
2020-07-01 21:15:00 UTC,1593638100,13893,MEMPHIS INTERNATIONAL AP,TN,SHELBY,29,40,35.0564,-89.9865
2020-07-01 21:16:00 UTC,1593638160,13893,MEMPHIS INTERNATIONAL AP,TN,SHELBY,30,41,35.0564,-89.9865
2020-07-01 21:20:00 UTC,1593638400,13893,MEMPHIS INTERNATIONAL AP,TN,SHELBY,28,41,35.0564,-89.9865
2020-07-01 21:26:00 UTC,1593638760,24089,CASPER-NATRONA COUNTY AP,WY,NATRONA,18,40,42.8978,-106.4737
2020-07-01 22:04:00 UTC,1593641040,24150,LIVINGSTON AIRPORT,MT,PARK,30,42,45.6983,-110.4408
2020-07-01 22:06:00 UTC,1593641160,24150,LIVINGSTON AIRPORT,MT,PARK,29,44,45.6983,-110.4408
2020-07-01 22:07:00 UTC,1593641220,24137,CUT BANK AIRPORT,MT,GLACIER,31,40,48.6033,-112.3752
2020-07-01 22:07:00 UTC,1593641220,24150,LIVINGSTON AIRPORT,MT,PARK,32,41,45.6983,-110.4408
2020-07-01 22:10:00 UTC,1593641400,24150,LIVINGSTON AIRPORT,MT,PARK,32,41,45.6983,-110.4408
2020-07-01 22:12:00 UTC,1593641520,24150,LIVINGSTON AIRPORT,MT,PARK,32,43,45.6983,-110.4408
2020-07-01 22:13:00 UTC,1593641580,24150,LIVINGSTON AIRPORT,MT,PARK,36,48,45.6983,-110.4408
2020-07-01 22:14:00 UTC,1593641640,24150,LIVINGSTON AIRPORT,MT,PARK,36,44,45.6983,-110.4408
2020-07-01 22:15:00 UTC,1593641700,24150,LIVINGSTON AIRPORT,MT,PARK,34,41,45.6983,-110.4408
2020-07-01 22:16:00 UTC,1593641760,24150,LIVINGSTON AIRPORT,MT,PARK,35,46,45.6983,-110.4408
2020-07-01 22:17:00 UTC,1593641820,24150,LIVINGSTON AIRPORT,MT,PARK,36,45,45.6983,-110.4408
2020-07-01 22:18:00 UTC,1593641880,24150,LIVINGSTON AIRPORT,MT,PARK,38,45,45.6983,-110.4408
2020-07-01 22:19:00 UTC,1593641940,24150,LIVINGSTON AIRPORT,MT,PARK,38,43,45.6983,-110.4408
2020-07-01 22:28:00 UTC,1593642480,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,28,41,31.3516,-100.495
2020-07-01 22:29:00 UTC,1593642540,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,28,41,31.3516,-100.495
2020-07-01 22:30:00 UTC,1593642600,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,30,40,31.3516,-100.495
2020-07-01 22:31:00 UTC,1593642660,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,32,40,31.3516,-100.495
2020-07-01 22:33:00 UTC,1593642780,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,31,42,31.3516,-100.495
2020-07-01 22:38:00 UTC,1593643080,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,28,40,31.3516,-100.495
2020-07-01 22:39:00 UTC,1593643140,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,30,41,31.3516,-100.495
2020-07-01 22:40:00 UTC,1593643200,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,31,44,31.3516,-100.495
2020-07-01 23:02:00 UTC,1593644520,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,27,51,31.3516,-100.495
2020-07-01 23:03:00 UTC,1593644580,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,34,53,31.3516,-100.495
2020-07-01 23:05:00 UTC,1593644700,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,31,46,31.3516,-100.495
2020-07-01 23:07:00 UTC,1593644820,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,26,40,31.3516,-100.495
2020-07-01 23:11:00 UTC,1593645060,23034,SAN ANGELO MATHIS FIELD AP,TX,TOM GREEN,28,41,31.3516,-100.495
