time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2010-10-01 05:03:00 UTC,1285909380,14753,BLUE HILL LCD,MA,NORFOLK,28,43,42.2123,-71.1137
2010-10-01 05:04:00 UTC,1285909440,14753,BLUE HILL LCD,MA,NORFOLK,31,40,42.2123,-71.1137
2010-10-01 05:05:00 UTC,1285909500,54768,NORTH ADAMS HARRIMAN AP,MA,BERKSHIRE,18,44,42.6973,-73.1697
2010-10-01 05:35:00 UTC,1285911300,14753,BLUE HILL LCD,MA,NORFOLK,25,41,42.2123,-71.1137
2010-10-01 05:37:00 UTC,1285911420,14753,BLUE HILL LCD,MA,NORFOLK,30,40,42.2123,-71.1137
2010-10-01 06:01:00 UTC,1285912860,14753,BLUE HILL LCD,MA,NORFOLK,32,40,42.2123,-71.1137
2010-10-01 06:50:00 UTC,1285915800,14753,BLUE HILL LCD,MA,NORFOLK,27,41,42.2123,-71.1137
2010-10-01 06:52:00 UTC,1285915920,14753,BLUE HILL LCD,MA,NORFOLK,27,40,42.2123,-71.1137
2010-10-01 06:53:00 UTC,1285915980,14753,BLUE HILL LCD,MA,NORFOLK,29,42,42.2123,-71.1137
2010-10-01 06:54:00 UTC,1285916040,14753,BLUE HILL LCD,MA,NORFOLK,31,43,42.2123,-71.1137
2010-10-01 06:55:00 UTC,1285916100,14753,BLUE HILL LCD,MA,NORFOLK,32,40,42.2123,-71.1137
2010-10-01 06:56:00 UTC,1285916160,14753,BLUE HILL LCD,MA,NORFOLK,30,43,42.2123,-71.1137
2010-10-01 06:57:00 UTC,1285916220,14753,BLUE HILL LCD,MA,NORFOLK,29,41,42.2123,-71.1137
2010-10-01 07:02:00 UTC,1285916520,14753,BLUE HILL LCD,MA,NORFOLK,32,45,42.2123,-71.1137
2010-10-01 07:03:00 UTC,1285916580,14753,BLUE HILL LCD,MA,NORFOLK,34,43,42.2123,-71.1137
2010-10-01 07:04:00 UTC,1285916640,14753,BLUE HILL LCD,MA,NORFOLK,32,43,42.2123,-71.1137
2010-10-01 07:05:00 UTC,1285916700,14753,BLUE HILL LCD,MA,NORFOLK,30,41,42.2123,-71.1137
2010-10-01 07:07:00 UTC,1285916820,14753,BLUE HILL LCD,MA,NORFOLK,28,40,42.2123,-71.1137
2010-10-01 07:09:00 UTC,1285916940,14753,BLUE HILL LCD,MA,NORFOLK,28,40,42.2123,-71.1137
2010-10-01 07:10:00 UTC,1285917000,14753,BLUE HILL LCD,MA,NORFOLK,30,41,42.2123,-71.1137
2010-10-01 07:15:00 UTC,1285917300,14753,BLUE HILL LCD,MA,NORFOLK,29,41,42.2123,-71.1137
2010-10-01 07:21:00 UTC,1285917660,14753,BLUE HILL LCD,MA,NORFOLK,29,42,42.2123,-71.1137
2010-10-01 07:22:00 UTC,1285917720,14753,BLUE HILL LCD,MA,NORFOLK,28,43,42.2123,-71.1137
2010-10-01 07:23:00 UTC,1285917780,14753,BLUE HILL LCD,MA,NORFOLK,30,41,42.2123,-71.1137
2010-10-01 07:24:00 UTC,1285917840,14753,BLUE HILL LCD,MA,NORFOLK,33,41,42.2123,-71.1137
2010-10-01 07:27:00 UTC,1285918020,93042,DALHART MUNICIPAL AP,TX,DALLAM,12,40,36.0167,-102.55
2010-10-01 08:40:00 UTC,1285922400,14734,NEWARK INTL AP,NJ,UNION,26,45,40.6825,-74.1694
2010-10-01 09:01:00 UTC,1285923660,14732,NEW YORK LAGUARDIA AP,NY,QUEENS,26,44,40.7794,-73.8804
