time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2020-12-01 05:00:00 UTC,1606798800,14753,BLUE HILL LCD,MA,NORFOLK,30,43,42.2123,-71.1137
2020-12-01 05:01:00 UTC,1606798860,14753,BLUE HILL LCD,MA,NORFOLK,32,44,42.2123,-71.1137
2020-12-01 05:02:00 UTC,1606798920,14753,BLUE HILL LCD,MA,NORFOLK,32,45,42.2123,-71.1137
2020-12-01 05:03:00 UTC,1606798980,14753,BLUE HILL LCD,MA,NORFOLK,33,50,42.2123,-71.1137
2020-12-01 05:05:00 UTC,1606799100,14753,BLUE HILL LCD,MA,NORFOLK,30,46,42.2123,-71.1137
2020-12-01 05:06:00 UTC,1606799160,14753,BLUE HILL LCD,MA,NORFOLK,33,44,42.2123,-71.1137
2020-12-01 05:11:00 UTC,1606799460,14753,BLUE HILL LCD,MA,NORFOLK,27,40,42.2123,-71.1137
2020-12-01 05:12:00 UTC,1606799520,14753,BLUE HILL LCD,MA,NORFOLK,30,44,42.2123,-71.1137
2020-12-01 05:13:00 UTC,1606799580,14753,BLUE HILL LCD,MA,NORFOLK,32,44,42.2123,-71.1137
2020-12-01 05:14:00 UTC,1606799640,14753,BLUE HILL LCD,MA,NORFOLK,35,51,42.2123,-71.1137
2020-12-01 05:15:00 UTC,1606799700,14753,BLUE HILL LCD,MA,NORFOLK,33,41,42.2123,-71.1137
2020-12-01 05:16:00 UTC,1606799760,14753,BLUE HILL LCD,MA,NORFOLK,29,45,42.2123,-71.1137
2020-12-01 05:18:00 UTC,1606799880,14753,BLUE HILL LCD,MA,NORFOLK,31,44,42.2123,-71.1137
2020-12-01 05:20:00 UTC,1606800000,14753,BLUE HILL LCD,MA,NORFOLK,30,44,42.2123,-71.1137
2020-12-01 05:22:00 UTC,1606800120,14753,BLUE HILL LCD,MA,NORFOLK,29,41,42.2123,-71.1137
2020-12-01 05:25:00 UTC,1606800300,14753,BLUE HILL LCD,MA,NORFOLK,31,51,42.2123,-71.1137
2020-12-01 05:26:00 UTC,1606800360,14753,BLUE HILL LCD,MA,NORFOLK,35,49,42.2123,-71.1137
2020-12-01 05:27:00 UTC,1606800420,14753,BLUE HILL LCD,MA,NORFOLK,36,49,42.2123,-71.1137
2020-12-01 05:28:00 UTC,1606800480,14753,BLUE HILL LCD,MA,NORFOLK,35,46,42.2123,-71.1137
2020-12-01 05:29:00 UTC,1606800540,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,27,40,44.7978,-68.8185
2020-12-01 05:30:00 UTC,1606800600,14753,BLUE HILL LCD,MA,NORFOLK,27,40,42.2123,-71.1137
2020-12-01 05:31:00 UTC,1606800660,14753,BLUE HILL LCD,MA,NORFOLK,30,41,42.2123,-71.1137
2020-12-01 05:34:00 UTC,1606800840,14753,BLUE HILL LCD,MA,NORFOLK,29,40,42.2123,-71.1137
2020-12-01 05:36:00 UTC,1606800960,14753,BLUE HILL LCD,MA,NORFOLK,30,41,42.2123,-71.1137
2020-12-01 05:44:00 UTC,1606801440,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,30,45,44.7978,-68.8185
2020-12-01 05:45:00 UTC,1606801500,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,32,43,44.7978,-68.8185
2020-12-01 05:47:00 UTC,1606801620,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,30,41,44.7978,-68.8185
2020-12-01 05:48:00 UTC,1606801680,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,35,49,44.7978,-68.8185
2020-12-01 05:59:00 UTC,1606802340,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,25,43,44.7978,-68.8185
2020-12-01 06:00:00 UTC,1606802400,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,30,43,44.7978,-68.8185
2020-12-01 06:16:00 UTC,1606803360,14605,AUGUSTA STATE AIRPORT,ME,KENNEBEC,18,40,44.3155,-69.7972
2020-12-01 06:24:00 UTC,1606803840,14764,PORTLAND JETPORT,ME,CUMBERLAND,27,43,43.6422,-70.3044
2020-12-01 06:25:00 UTC,1606803900,14764,PORTLAND JETPORT,ME,CUMBERLAND,31,43,43.6422,-70.3044
2020-12-01 06:26:00 UTC,1606803960,14764,PORTLAND JETPORT,ME,CUMBERLAND,32,43,43.6422,-70.3044
2020-12-01 06:30:00 UTC,1606804200,14764,PORTLAND JETPORT,ME,CUMBERLAND,27,40,43.6422,-70.3044
2020-12-01 06:53:00 UTC,1606805580,14753,BLUE HILL LCD,MA,NORFOLK,26,41,42.2123,-71.1137
2020-12-01 06:54:00 UTC,1606805640,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,27,40,44.7978,-68.8185
2020-12-01 06:58:00 UTC,1606805880,14753,BLUE HILL LCD,MA,NORFOLK,29,43,42.2123,-71.1137
2020-12-01 06:59:00 UTC,1606805940,14753,BLUE HILL LCD,MA,NORFOLK,32,40,42.2123,-71.1137
2020-12-01 07:02:00 UTC,1606806120,14605,AUGUSTA STATE AIRPORT,ME,KENNEBEC,20,40,44.3155,-69.7972
2020-12-01 07:12:00 UTC,1606806720,14756,NANTUCKET MEMORIAL AP,MA,NANTUCKET,32,40,41.2531,-70.0608
2020-12-01 07:17:00 UTC,1606807020,14753,BLUE HILL LCD,MA,NORFOLK,25,41,42.2123,-71.1137
2020-12-01 07:23:00 UTC,1606807380,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,24,40,44.7978,-68.8185
2020-12-01 07:24:00 UTC,1606807440,14753,BLUE HILL LCD,MA,NORFOLK,29,41,42.2123,-71.1137
2020-12-01 07:26:00 UTC,1606807560,14606,BANGOR INTERNATIONAL AIRPORT,ME,PENOBSCOT,28,41,44.7978,-68.8185
