time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2019-09-03 01:13:00 UTC,1567473180,14910,ALEXANDRIA CHANDLER FIELD,MN,DOUGLAS,31,55,45.8679,-95.3941
2019-09-03 01:14:00 UTC,1567473240,14910,ALEXANDRIA CHANDLER FIELD,MN,DOUGLAS,38,48,45.8679,-95.3941
2019-09-03 01:15:00 UTC,1567473300,14910,ALEXANDRIA CHANDLER FIELD,MN,DOUGLAS,34,43,45.8679,-95.3941
2019-09-03 01:21:00 UTC,1567473660,14910,ALEXANDRIA CHANDLER FIELD,MN,DOUGLAS,26,40,45.8679,-95.3941
2019-09-03 01:22:00 UTC,1567473720,14910,ALEXANDRIA CHANDLER FIELD,MN,DOUGLAS,28,40,45.8679,-95.3941
2019-09-03 01:39:00 UTC,1567474740,94938,BRAINERD CROW WING COUNTY AP,MN,CROW WING,35,46,46.4047,-94.1308
2019-09-03 01:40:00 UTC,1567474800,94938,BRAINERD CROW WING COUNTY AP,MN,CROW WING,37,44,46.4047,-94.1308
2019-09-03 01:44:00 UTC,1567475040,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,30,43,46.9006,-95.0678
2019-09-03 01:45:00 UTC,1567475100,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,32,42,46.9006,-95.0678
2019-09-03 01:46:00 UTC,1567475160,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,31,40,46.9006,-95.0678
2019-09-03 01:47:00 UTC,1567475220,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,30,43,46.9006,-95.0678
2019-09-03 01:48:00 UTC,1567475280,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,29,40,46.9006,-95.0678
2019-09-03 01:49:00 UTC,1567475340,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,28,41,46.9006,-95.0678
2019-09-03 01:50:00 UTC,1567475400,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,30,44,46.9006,-95.0678
2019-09-03 01:51:00 UTC,1567475460,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,32,44,46.9006,-95.0678
2019-09-03 01:52:00 UTC,1567475520,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,35,50,46.9006,-95.0678
2019-09-03 01:54:00 UTC,1567475640,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,33,46,46.9006,-95.0678
2019-09-03 01:55:00 UTC,1567475700,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,32,46,46.9006,-95.0678
2019-09-03 01:59:00 UTC,1567475940,94967,PARK RAPIDS MUNICIPAL AP,MN,HUBBARD,28,40,46.9006,-95.0678
2019-09-03 02:29:00 UTC,1567477740,14926,ST. CLOUD REGIONAL AIRPORT,MN,SHERBURNE,28,43,45.5433,-94.0513
2019-09-03 02:30:00 UTC,1567477800,14926,ST. CLOUD REGIONAL AIRPORT,MN,SHERBURNE,27,40,45.5433,-94.0513
2019-09-03 04:46:00 UTC,1567485960,14991,CHIPPEWA VALLEY REGIONAL AIRPORT,WI,CHIPPEWA,31,43,44.8665,-91.4879
2019-09-03 04:47:00 UTC,1567486020,14991,CHIPPEWA VALLEY REGIONAL AIRPORT,WI,CHIPPEWA,33,50,44.8665,-91.4879
2019-09-03 04:48:00 UTC,1567486080,14991,CHIPPEWA VALLEY REGIONAL AIRPORT,WI,CHIPPEWA,34,51,44.8665,-91.4879
2019-09-03 05:23:00 UTC,1567488180,14925,ROCHESTER INTL AP,MN,OLMSTED,30,51,43.9041,-92.4916
2019-09-03 05:24:00 UTC,1567488240,14925,ROCHESTER INTL AP,MN,OLMSTED,33,49,43.9041,-92.4916
2019-09-03 05:54:00 UTC,1567490040,94985,MARSHFIELD MUNICIPAL AP,WI,WOOD,27,42,44.6381,-90.1875
2019-09-03 09:23:00 UTC,1567502580,04841,SHEBOYGAN COUNTY MEMORIAL AP,WI,SHEBOYGAN,29,40,43.7694,-87.8506
2019-09-03 12:27:00 UTC,1567513620,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,29,41,42.1927,-89.093
2019-09-03 12:30:00 UTC,1567513800,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,35,42,42.1927,-89.093
2019-09-03 12:31:00 UTC,1567513860,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,36,46,42.1927,-89.093
2019-09-03 12:32:00 UTC,1567513920,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,36,46,42.1927,-89.093
2019-09-03 12:33:00 UTC,1567513980,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,34,44,42.1927,-89.093
2019-09-03 12:34:00 UTC,1567514040,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,34,43,42.1927,-89.093
2019-09-03 12:35:00 UTC,1567514100,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,33,41,42.1927,-89.093
2019-09-03 12:36:00 UTC,1567514160,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,31,42,42.1927,-89.093
2019-09-03 12:40:00 UTC,1567514400,04838,CHICAGO PALWAUKEE AP,IL,COOK,31,40,42.1208,-87.9047
2019-09-03 12:49:00 UTC,1567514940,04838,CHICAGO PALWAUKEE AP,IL,COOK,31,41,42.1208,-87.9047
2019-09-03 12:54:00 UTC,1567515240,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,25,40,43.5778,-96.7539
2019-09-03 12:55:00 UTC,1567515300,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,29,44,43.5778,-96.7539
2019-09-03 12:55:00 UTC,1567515300,94822,ROCKFORD GREATER ROCKFORD AP,IL,WINNEBAGO,31,40,42.1927,-89.093
2019-09-03 12:56:00 UTC,1567515360,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,32,41,43.5778,-96.7539
2019-09-03 12:57:00 UTC,1567515420,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,33,42,43.5778,-96.7539
2019-09-03 12:58:00 UTC,1567515480,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,36,48,43.5778,-96.7539
2019-09-03 12:59:00 UTC,1567515540,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,39,53,43.5778,-96.7539
2019-09-03 13:00:00 UTC,1567515600,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,38,47,43.5778,-96.7539
2019-09-03 13:01:00 UTC,1567515660,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,35,45,43.5778,-96.7539
2019-09-03 13:02:00 UTC,1567515720,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,33,44,43.5778,-96.7539
2019-09-03 13:03:00 UTC,1567515780,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,35,45,43.5778,-96.7539
2019-09-03 13:04:00 UTC,1567515840,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,36,45,43.5778,-96.7539
2019-09-03 13:05:00 UTC,1567515900,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,34,40,43.5778,-96.7539
2019-09-03 13:10:00 UTC,1567516200,14944,SIOUX FALLS FOSS FIELD,SD,MINNEHAHA,31,40,43.5778,-96.7539
2019-09-03 13:31:00 UTC,1567517460,14819,CHICAGO MIDWAY AP,IL,COOK,25,40,41.7861,-87.7522
2019-09-03 13:48:00 UTC,1567518480,14819,CHICAGO MIDWAY AP,IL,COOK,24,40,41.7861,-87.7522
2019-09-03 13:53:00 UTC,1567518780,04808,CHICAGO AURORA MUNICIPAL AP,IL,KANE,28,41,41.77,-88.4814
2019-09-03 13:55:00 UTC,1567518900,04808,CHICAGO AURORA MUNICIPAL AP,IL,KANE,30,44,41.77,-88.4814
2019-09-03 13:56:00 UTC,1567518960,04808,CHICAGO AURORA MUNICIPAL AP,IL,KANE,32,40,41.77,-88.4814
2019-09-03 13:57:00 UTC,1567519020,04808,CHICAGO AURORA MUNICIPAL AP,IL,KANE,31,40,41.77,-88.4814
2019-09-03 13:58:00 UTC,1567519080,04808,CHICAGO AURORA MUNICIPAL AP,IL,KANE,30,43,41.77,-88.4814
2019-09-03 13:59:00 UTC,1567519140,04808,CHICAGO AURORA MUNICIPAL AP,IL,KANE,30,40,41.77,-88.4814
2019-09-03 17:33:00 UTC,1567531980,94818,RACINE BATTEN AIRPORT,WI,RACINE,24,40,42.7611,-87.8136
2019-09-03 17:39:00 UTC,1567532340,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,27,40,42.4167,-87.8667
2019-09-03 17:57:00 UTC,1567533420,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,26,40,42.4167,-87.8667
2019-09-03 18:00:00 UTC,1567533600,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,31,44,42.4167,-87.8667
2019-09-03 18:01:00 UTC,1567533660,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,33,41,42.4167,-87.8667
2019-09-03 18:04:00 UTC,1567533840,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,30,40,42.4167,-87.8667
2019-09-03 18:05:00 UTC,1567533900,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,32,42,42.4167,-87.8667
2019-09-03 18:16:00 UTC,1567534560,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,29,40,42.4167,-87.8667
2019-09-03 18:23:00 UTC,1567534980,94988,MARSHALLTOWN MUNICIPAL AP,IA,MARSHALL,23,40,42.1106,-92.9161
2019-09-03 18:24:00 UTC,1567535040,92805,POMPANO BEACH AIRPARK,FL,BROWARD,31,42,26.25,-80.1083
2019-09-03 18:24:00 UTC,1567535040,94988,MARSHALLTOWN MUNICIPAL AP,IA,MARSHALL,27,40,42.1106,-92.9161
2019-09-03 18:25:00 UTC,1567535100,14880,CHICAGO WAUKEGAN REGIONAL AP,IL,LAKE,26,40,42.4167,-87.8667
2019-09-03 18:27:00 UTC,1567535220,12843,VERO BEACH INTL AP,FL,INDIAN RIVER,26,40,27.651,-80.4199
2019-09-03 18:31:00 UTC,1567535460,04839,HOLLAND TULIP CITY AP,MI,ALLEGAN,19,40,42.7461,-86.0967
2019-09-03 18:43:00 UTC,1567536180,14858,HANCOCK HOUGHTON COUNTY AP,MI,HOUGHTON,31,43,47.1686,-88.4889
2019-09-03 18:45:00 UTC,1567536300,04839,HOLLAND TULIP CITY AP,MI,ALLEGAN,27,40,42.7461,-86.0967
2019-09-03 18:46:00 UTC,1567536360,04839,HOLLAND TULIP CITY AP,MI,ALLEGAN,28,40,42.7461,-86.0967
2019-09-03 18:51:00 UTC,1567536660,04839,HOLLAND TULIP CITY AP,MI,ALLEGAN,26,41,42.7461,-86.0967
2019-09-03 20:25:00 UTC,1567542300,94860,GRAND RAPIDS GERALD R FORD INTL AP,MI,KENT,27,42,42.8825,-85.5239
2019-09-03 23:03:00 UTC,1567551780,12838,MELBOURNE INTERNATIONAL AIRPORT,FL,BREVARD,30,44,28.1011,-80.6439
2019-09-03 23:04:00 UTC,1567551840,12838,MELBOURNE INTERNATIONAL AIRPORT,FL,BREVARD,33,41,28.1011,-80.6439
2019-09-03 23:05:00 UTC,1567551900,04854,GAYLORD OTSEGO COUNTY AP,MI,OTSEGO,24,40,45.0133,-84.7014
2019-09-03 23:06:00 UTC,1567551960,04854,GAYLORD OTSEGO COUNTY AP,MI,OTSEGO,32,48,45.0133,-84.7014
2019-09-03 23:10:00 UTC,1567552200,12838,MELBOURNE INTERNATIONAL AIRPORT,FL,BREVARD,29,40,28.1011,-80.6439
2019-09-04 00:04:00 UTC,1567555440,12843,VERO BEACH INTL AP,FL,INDIAN RIVER,26,47,27.651,-80.4199
2019-09-04 00:46:00 UTC,1567557960,23052,RATON MUNICIPAL CREWS FIELD AP,NM,COLFAX,26,43,36.7414,-104.5022
2019-09-04 02:40:00 UTC,1567564800,12834,DAYTONA BEACH INTL AP,FL,VOLUSIA,31,40,29.1828,-81.0483
2019-09-04 07:07:00 UTC,1567580820,12843,VERO BEACH INTL AP,FL,INDIAN RIVER,28,43,27.651,-80.4199
