time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2015-10-01 11:21:00 UTC,1443698460,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,30,45,56.6,-169.565
2015-10-01 11:22:00 UTC,1443698520,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,33,40,56.6,-169.565
2015-10-01 11:31:00 UTC,1443699060,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,29,40,56.6,-169.565
2015-10-01 11:39:00 UTC,1443699540,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,28,43,56.6,-169.565
2015-10-01 11:52:00 UTC,1443700320,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,30,40,56.6,-169.565
2015-10-01 11:56:00 UTC,1443700560,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,30,40,56.6,-169.565
2015-10-01 12:04:00 UTC,1443701040,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,31,45,56.6,-169.565
2015-10-01 12:06:00 UTC,1443701160,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,30,48,56.6,-169.565
2015-10-01 12:07:00 UTC,1443701220,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,32,41,56.6,-169.565
2015-10-01 12:09:00 UTC,1443701340,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,30,40,56.6,-169.565
2015-10-01 12:17:00 UTC,1443701820,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,29,41,56.6,-169.565
2015-10-01 12:20:00 UTC,1443702000,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,32,44,56.6,-169.565
2015-10-01 12:25:00 UTC,1443702300,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,30,41,56.6,-169.565
2015-10-01 12:26:00 UTC,1443702360,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,31,42,56.6,-169.565
2015-10-01 12:28:00 UTC,1443702480,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,32,42,56.6,-169.565
2015-10-01 12:29:00 UTC,1443702540,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,34,46,56.6,-169.565
2015-10-01 12:36:00 UTC,1443702960,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,32,42,56.6,-169.565
2015-10-01 12:37:00 UTC,1443703020,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,34,42,56.6,-169.565
2015-10-01 12:46:00 UTC,1443703560,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,28,40,56.6,-169.565
2015-10-01 12:50:00 UTC,1443703800,25628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,29,41,56.6,-169.565
2015-10-01 22:47:00 UTC,1443739620,23157,BISHOP AP,CA,INYO,33,48,37.3711,-118.358
2015-10-01 22:56:00 UTC,1443740160,03170,EUREKA AIRPORT,NV,EUREKA,27,41,39.6013,-116.0055
2015-10-01 22:57:00 UTC,1443740220,03170,EUREKA AIRPORT,NV,EUREKA,33,43,39.6013,-116.0055
2015-10-01 23:19:00 UTC,1443741540,26617,NOME MUNICIPAL AP,AK,NOME,31,40,64.5111,-165.44
2015-10-01 23:28:00 UTC,1443742080,26617,NOME MUNICIPAL AP,AK,NOME,28,40,64.5111,-165.44
2015-10-01 23:35:00 UTC,1443742500,26617,NOME MUNICIPAL AP,AK,NOME,33,41,64.5111,-165.44
2015-10-01 23:44:00 UTC,1443743040,26617,NOME MUNICIPAL AP,AK,NOME,32,43,64.5111,-165.44
2015-10-01 23:57:00 UTC,1443743820,26617,NOME MUNICIPAL AP,AK,NOME,29,40,64.5111,-165.44
2015-10-01 23:59:00 UTC,1443743940,03170,EUREKA AIRPORT,NV,EUREKA,24,40,39.6013,-116.0055
2015-10-01 23:59:00 UTC,1443743940,26617,NOME MUNICIPAL AP,AK,NOME,30,40,64.5111,-165.44
2015-10-02 00:01:00 UTC,1443744060,26617,NOME MUNICIPAL AP,AK,NOME,32,42,64.5111,-165.44
2015-10-02 00:16:00 UTC,1443744960,26617,NOME MUNICIPAL AP,AK,NOME,34,40,64.5111,-165.44
2015-10-02 00:19:00 UTC,1443745140,26617,NOME MUNICIPAL AP,AK,NOME,33,40,64.5111,-165.44
