16.281,233.862
16.308,233.984
16.336,234.106
16.363,234.229
16.390,234.351
16.417,234.473
16.444,234.596
16.470,234.718
16.497,234.841
16.524,234.964
16.550,235.086
16.576,235.209
16.603,235.332
16.629,235.454
16.655,235.577
16.681,235.700
16.706,235.823
16.732,235.946
16.758,236.069
16.783,236.192
16.808,236.315
16.834,236.439
16.859,236.562
16.884,236.685
16.909,236.809
16.934,236.932
16.959,237.055
16.983,237.179
17.008,237.302
17.032,237.426
17.056,237.549
17.081,237.673
17.105,237.797
17.129,237.921
17.153,238.044
17.176,238.168
17.200,238.292
17.224,238.416
17.247,238.540
17.271,238.664
17.294,238.788
17.317,238.912
17.340,239.036
17.363,239.161
17.386,239.285
17.408,239.409
17.431,239.533
17.454,239.658
17.476,239.782
17.498,239.907
17.520,240.031
17.542,240.156
17.564,240.280
17.586,240.405
17.608,240.530
17.630,240.654
17.651,240.779
17.673,240.904
17.694,241.029
17.715,241.154
17.736,241.279
17.757,241.404
17.778,241.529
17.799,241.654
17.819,241.779
17.840,241.904
17.860,242.029
17.881,242.154
17.901,242.279
17.921,242.405
17.941,242.530
17.961,242.655
17.981,242.781
18.000,242.906
18.020,243.032
18.039,243.157
18.059,243.283
18.078,243.408
18.097,243.534
18.116,243.660
18.135,243.785
18.154,243.911
18.173,244.037
18.191,244.163
18.210,244.289
18.228,244.414
18.246,244.540
18.264,244.666
18.282,244.792
18.300,244.918
18.318,245.044
18.336,245.170
18.353,245.297
18.371,245.423
18.388,245.549
18.405,245.675
18.423,245.801
18.440,245.928
18.456,246.054
18.473,246.180
18.490,246.307
18.507,246.433
18.523,246.560
18.539,246.686
18.556,246.813
18.572,246.939
18.588,247.066
18.604,247.192
18.619,247.319
18.635,247.446
18.651,247.573
18.666,247.699
18.682,247.826
18.697,247.953
18.712,248.080
18.727,248.207
18.742,248.333
18.757,248.460
18.771,248.587
18.786,248.714
18.800,248.841
18.815,248.968
18.829,249.095
18.843,249.223
18.857,249.350
18.871,249.477
18.885,249.604
18.898,249.731
18.912,249.858
18.925,249.986
18.939,250.113
18.952,250.240
18.965,250.368
18.978,250.495
18.991,250.622
19.004,250.750
19.016,250.877
19.029,251.005
19.041,251.132
19.054,251.260
19.066,251.387
19.078,251.515
19.090,251.642
19.102,251.770
19.114,251.898
19.125,252.025
19.137,252.153
19.148,252.281
19.159,252.408
19.171,252.536
19.182,252.664
19.193,252.792
19.203,252.920
19.214,253.047
19.225,253.175
19.235,253.303
19.246,253.431
19.256,253.559
19.266,253.687
19.276,253.815
19.286,253.943
19.296,254.071
19.306,254.199
19.315,254.327
19.325,254.455
19.334,254.583
19.343,254.711
19.352,254.839
19.361,254.967
19.370,255.096
19.379,255.224
19.388,255.352
19.396,255.480
19.405,255.608
19.413,255.737
19.421,255.865
19.429,255.993
19.437,256.121
19.445,256.250
19.453,256.378
19.461,256.506
19.468,256.635
19.476,256.763
19.483,256.891
19.490,257.020
19.497,257.148
19.504,257.277
19.511,257.405
19.518,257.534
19.524,257.662
19.531,257.791
19.537,257.919
19.544,258.048
19.550,258.176
19.556,258.305
19.562,258.433
19.568,258.562
19.573,258.690
19.579,258.819
19.584,258.947
19.590,259.076
19.595,259.205
19.600,259.333
19.605,259.462
19.610,259.590
19.615,259.719
19.619,259.848
19.624,259.976
19.628,260.105
19.633,260.234
19.637,260.362
19.641,260.491
19.645,260.620
19.649,260.749
19.653,260.877
19.656,261.006
19.660,261.135
19.663,261.264
19.666,261.392
19.670,261.521
19.673,261.650
19.676,261.779
19.678,261.907
19.681,262.036
19.684,262.165
19.686,262.294
19.689,262.423
19.691,262.551
19.693,262.680
19.695,262.809
19.697,262.938
19.699,263.067
19.700,263.195
19.702,263.324
19.703,263.453
19.705,263.582
19.706,263.711
19.707,263.840
19.708,263.968
19.709,264.097
19.710,264.226
19.710,264.355
19.711,264.484
19.711,264.613
19.711,264.741
19.712,264.870
19.712,264.999
19.712,265.128
19.711,265.257
19.711,265.386
19.711,265.515
19.710,265.643
19.710,265.772
19.709,265.901
19.708,266.030
19.707,266.159
19.706,266.288
19.705,266.416
19.703,266.545
19.702,266.674
19.700,266.803
19.699,266.932
19.697,267.061
19.695,267.189
19.693,267.318
19.691,267.447
19.689,267.576
19.686,267.705
19.684,267.833
19.681,267.962
19.678,268.091
19.676,268.220
19.673,268.349
19.670,268.477
19.666,268.606
19.663,268.735
19.660,268.864
19.656,268.992
19.653,269.121
19.649,269.250
19.645,269.378
19.641,269.507
19.637,269.636
19.633,269.765
19.628,269.893
19.624,270.022
19.619,270.151
19.615,270.279
19.610,270.408
19.605,270.537
19.600,270.665
19.595,270.794
19.590,270.922
19.584,271.051
19.579,271.180
19.573,271.308
19.568,271.437
19.562,271.565
19.556,271.694
19.550,271.822
19.544,271.951
19.537,272.079
19.531,272.208
19.525,272.336
19.518,272.465
19.511,272.593
19.504,272.722
19.497,272.850
19.490,272.979
19.483,273.107
19.476,273.235
19.468,273.364
19.461,273.492
19.453,273.620
19.445,273.749
19.438,273.877
19.430,274.005
19.421,274.134
19.413,274.262
19.405,274.390
19.396,274.518
19.388,274.646
19.379,274.775
19.370,274.903
19.362,275.031
19.353,275.159
19.343,275.287
19.334,275.415
19.325,275.543
19.315,275.671
19.306,275.799
